Verse,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
leave your gift there in front of the altar. first go and be reconciled to them then come and offer your gift.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settle matters quickly with your adversary who is taking you to court. do it while you are still together on the way or your adversary may hand you over to the judge and the judge may hand you over to the officer and you may be thrown into prison.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
truly i tell you you will not get out until you have paid the last penny.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
you have heard that it was said you shall not commit adultery.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i tell you that anyone who looks at a woman lustfully has already committed adultery with her in his heart.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
if your right eye causes you to stumble gouge it out and throw it away. it is better for you to lose one part of your body than for your whole body to be thrown into hell.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
and if your right hand causes you to stumble cut it off and throw it away. it is better for you to lose one part of your body than for your whole body to go into hell.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
it has been said anyone who divorces his wife must give her a certificate of divorce.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i tell you that anyone who divorces his wife except for sexual immorality makes her the victim of adultery and anyone who marries a divorced woman commits adultery.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
again you have heard that it was said to the people long ago do not break your oath but fulfill to the lord the vows you have made.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
but i tell you do not swear an oath at all either by heaven for it is god s throne,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
or by the earth for it is his footstool or by jerusalem for it is the city of the great king.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
and do not swear by your head for you cannot make even one hair white or black.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
all you need to say is simply yes or no anything beyond this comes from the evil one.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
you have heard that it was said eye for eye and tooth for tooth.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i tell you do not resist an evil person. if anyone slaps you on the right cheek turn to them the other cheek also.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
and if anyone wants to sue you and take your shirt hand over your coat as well.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
if anyone forces you to go one mile go with them two miles.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
give to the one who asks you and do not turn away from the one who wants to borrow from you.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
you have heard that it was said love your neighbor and hate your enemy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i tell you love your enemies and pray for those who persecute you,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that you may be children of your father in heaven. he causes his sun to rise on the evil and the good and sends rain on the righteous and the unrighteous.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
if you love those who love you what reward will you get are not even the tax collectors doing that,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
and if you greet only your own people what are you doing more than others do not even pagans do that,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
be perfect therefore as your heavenly father is perfect.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
