verse,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
if your right eye should cause you to stumble pluck it out and throw it away from you for it is better for you to lose one of your members and not all your body fall into hell.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
and if your right hand should cause you to stumble cut it off and throw it away from you for it is better for you to lose one of your members and not all your body fall into hell.,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
it has been said that whoever divorces his wife must give her the divorce papers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i say to you that whoever divorces his wife except for fornication causes her to commit adultery and whoever marries a woman who is separated but not divorced commits adultery.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
again you have heard it was said to them who were before you that you shall not lie in your oaths but entrust your oaths to the lord.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
but i say to you never swear neither by heaven because it is god s throne,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nor by the earth for it is a stool under his feet nor by jerusalem for it is the city of a great king.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neither shall you swear by your own head because you cannot create in it a single black or white hair.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
but let your words be yes yes and no no for anything which adds to these is a deception.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
you have heard that it is said an eye for an eye and a tooth for a tooth.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
but i say to you that you should not resist evil but whoever strikes you on your right cheek turn to him the other also.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
and if anyone wishes to sue you at the court and take away your shirt let him have your robe also.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
whoever compels you to carry a burden for a mile go with him two.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
whoever asks from you give him and whoever wishes to borrow from you do not refuse him.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you have heard that it is said be kind to your friend and hate your enemy.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
but i say to you love your enemies and bless anyone who curses you and do good to anyone who hates you and pray for them who carry you away by force and persecute you,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so that you may become sons of your father who is in heaven who causes his sun to shine upon the good and upon the bad and who pours down his rain upon the just and upon the unjust.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
for if you love only those who love you what reward will you have do not even the publicans do the same thing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
and if you salute only your brothers what is it more that you do do not even the publicans do the same thing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
therefore you become perfect just as your father in heaven is perfect.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
